"","term","gene","human"
"565","AbSC_Pos","Rpl22","RPL22"
"566","AbSC_Pos","Sin3b","SIN3B"
"567","AbSC_Pos","Eef1a1","EEF1A1"
"568","AbSC_Pos","Phax","PHAX"
"569","AbSC_Pos","Serinc2","SERINC2"
"570","AbSC_Pos","Ubap2l","UBAP2L"
"571","AbSC_Pos","Sarnp","SARNP"
"572","AbSC_Pos","Vps72","VPS72"
"573","AbSC_Pos","Nsa2","NSA2"
"574","AbSC_Pos","Mrpl33","MRPL33"
"575","AbSC_Pos","Psmd12","PSMD12"
"576","AbSC_Pos","Tbcb","TBCB"
"577","AbSC_Pos","Rps11","RPS11"
"578","AbSC_Pos","Btf3l4","BTF3L4"
"579","AbSC_Pos","Eef1g","EEF1G"
"580","AbSC_Pos","Mob4","MOB4"
"581","AbSC_Pos","Rab11a","RAB11A"
"582","AbSC_Pos","Smn1","SMN1"
"583","AbSC_Pos","Hnrnpk","HNRNPK"
"584","AbSC_Pos","Pbdc1","PBDC1"
"585","AbSC_Pos","Eif4a3","EIF4A3"
"586","AbSC_Pos","Eif3i","EIF3I"
"587","AbSC_Pos","Utp14a","UTP14A"
"588","AbSC_Pos","Litaf","LITAF"
"589","AbSC_Pos","Ube2n","UBE2N"
"590","AbSC_Pos","Psmd14","PSMD14"
"591","AbSC_Pos","Ctnnb1","CTNNB1"
"592","AbSC_Pos","Anp32e","ANP32E"
"593","AbSC_Pos","Actr10","ACTR10"
"594","AbSC_Pos","Srsf3","SRSF3"
"595","AbSC_Pos","Ube2b","UBE2B"
"596","AbSC_Pos","Hmgcr","HMGCR"
"597","AbSC_Pos","Sdf4","SDF4"
"598","AbSC_Pos","Ccdc59","CCDC59"
"599","AbSC_Pos","Mri1","MRI1"
"600","AbSC_Pos","Pdcd5","PDCD5"
"601","AbSC_Pos","Wbp4","WBP4"
"602","AbSC_Pos","Npdc1","NPDC1"
"603","AbSC_Pos","Rrp1","RRP1"
"604","AbSC_Pos","Mapre1","MAPRE1"
"605","AbSC_Pos","Dhps","DHPS"
"606","AbSC_Pos","Eif6","EIF6"
"607","AbSC_Pos","Krtcap3","KRTCAP3"
"608","AbSC_Pos","Tmed9","TMED9"
"609","AbSC_Pos","Psmd13","PSMD13"
"610","AbSC_Pos","Pcbp2","PCBP2"
"611","AbSC_Pos","Eno1","ENO1"
"612","AbSC_Pos","Dtymk","DTYMK"
"613","AbSC_Pos","Rps21","RPS21"
"614","AbSC_Pos","Rnaseh2a","RNASEH2A"
"615","AbSC_Pos","Tcea1","TCEA1"
"616","AbSC_Pos","Baz1a","BAZ1A"
"617","AbSC_Pos","Luc7l3","LUC7L3"
"618","AbSC_Pos","Imp3","IMP3"
"619","AbSC_Pos","Rps27a","RPS27A"
"620","AbSC_Pos","Snrpc","SNRPC"
"621","AbSC_Pos","Naxd","NAXD"
"622","AbSC_Pos","Syncrip","SYNCRIP"
"623","AbSC_Pos","Tsn","TSN"
"624","AbSC_Pos","Ube2d2a","UBE2D2A"
"625","AbSC_Pos","Manbal","MANBAL"
"626","AbSC_Pos","Psma5","PSMA5"
"627","AbSC_Pos","Psmb10","PSMB10"
"628","AbSC_Pos","H2afz","H2AFZ"
"629","AbSC_Pos","Tmem128","TMEM128"
"630","AbSC_Pos","Khdrbs1","KHDRBS1"
"631","AbSC_Pos","Rala","RALA"
"632","AbSC_Pos","Id2","ID2"
"633","AbSC_Pos","Arhgdia","ARHGDIA"
"634","AbSC_Pos","Rps29","RPS29"
"635","AbSC_Pos","Gnas","GNAS"
"636","AbSC_Pos","Rere","RERE"
"637","AbSC_Pos","Rpl15","RPL15"
"638","AbSC_Pos","Rpl29","RPL29"
"639","AbSC_Pos","Top1","TOP1"
"640","AbSC_Pos","Naa20","NAA20"
"641","AbSC_Pos","Tapbp","TAPBP"
"642","AbSC_Pos","Psmd1","PSMD1"
"643","AbSC_Pos","Eif2b2","EIF2B2"
"644","AbSC_Pos","Ddx5","DDX5"
"645","AbSC_Pos","Trmt6","TRMT6"
"646","AbSC_Pos","Cks1b","CKS1B"
"647","AbSC_Pos","Trappc4","TRAPPC4"
"648","AbSC_Pos","Ube2l3","UBE2L3"
"649","AbSC_Pos","Arid4b","ARID4B"
"650","AbSC_Pos","Glmp","GLMP"
"651","AbSC_Pos","Mrpl52","MRPL52"
"652","AbSC_Pos","Pin1","PIN1"
"653","AbSC_Pos","Hnrnpd","HNRNPD"
"654","AbSC_Pos","Rpl8","RPL8"
"655","AbSC_Pos","Lsm4","LSM4"
"656","AbSC_Pos","Eif3e","EIF3E"
"657","AbSC_Pos","Rbbp7","RBBP7"
"658","AbSC_Pos","Cyth2","CYTH2"
"659","AbSC_Pos","Lamtor1","LAMTOR1"
"660","AbSC_Pos","Eloc","ELOC"
"661","AbSC_Pos","Pole4","POLE4"
"662","AbSC_Pos","Eif3f","EIF3F"
"663","AbSC_Pos","Ppia","PPIA"
"664","AbSC_Pos","Uchl3","UCHL3"
"665","AbSC_Pos","Actl6a","ACTL6A"
"666","AbSC_Pos","Hspa8","HSPA8"
"667","AbSC_Pos","Mrpl54","MRPL54"
"668","AbSC_Pos","Hells","HELLS"
"669","AbSC_Pos","Tmem234","TMEM234"
"670","AbSC_Pos","Morf4l1","MORF4L1"
"671","AbSC_Pos","Sh3bgrl2","SH3BGRL2"
"672","AbSC_Pos","Cd320","CD320"
"673","AbSC_Pos","Irf8","IRF8"
"674","AbSC_Pos","Naca","NACA"
"675","AbSC_Pos","Denr","DENR"
"676","AbSC_Pos","Snrpb2","SNRPB2"
"677","AbSC_Pos","Rps16","RPS16"
"678","AbSC_Pos","Nop16","NOP16"
"679","AbSC_Pos","Glrx3","GLRX3"
"680","AbSC_Pos","Alyref","ALYREF"
"681","AbSC_Pos","Anapc16","ANAPC16"
"682","AbSC_Pos","Bloc1s2","BLOC1S2"
"683","AbSC_Pos","Lypla2","LYPLA2"
"684","AbSC_Pos","Gm10076","GM10076"
"685","AbSC_Pos","Psmd8","PSMD8"
"686","AbSC_Pos","H2-T23","H2-T23"
"687","AbSC_Pos","Rps26","RPS26"
"688","AbSC_Pos","Rpl36a","RPL36A"
"689","AbSC_Pos","Lipt2","LIPT2"
"690","AbSC_Pos","Ciapin1","CIAPIN1"
"691","AbSC_Pos","Sf3b4","SF3B4"
"692","AbSC_Pos","Cdc42se1","CDC42SE1"
"693","AbSC_Pos","Kras","KRAS"
"694","AbSC_Pos","Rac1","RAC1"
"695","AbSC_Pos","Taf10","TAF10"
"696","AbSC_Pos","Cetn3","CETN3"
"697","AbSC_Pos","Itgb1","ITGB1"
"698","AbSC_Pos","Akr1a1","AKR1A1"
"699","AbSC_Pos","Eif1a","EIF1A"
"700","AbSC_Pos","Fam103a1","FAM103A1"
"701","AbSC_Pos","Rps27","RPS27"
"702","AbSC_Pos","Nop14","NOP14"
"703","AbSC_Pos","Emg1","EMG1"
"704","AbSC_Pos","Srp14","SRP14"
"705","AbSC_Pos","Nfkbib","NFKBIB"
"706","AbSC_Pos","Dcakd","DCAKD"
"707","AbSC_Pos","Paip2","PAIP2"
"708","AbSC_Pos","Psma6","PSMA6"
"709","AbSC_Pos","Tmod3","TMOD3"
"710","AbSC_Pos","Gtf3c6","GTF3C6"
"711","AbSC_Pos","Rfc3","RFC3"
"712","AbSC_Pos","Gmps","GMPS"
"713","AbSC_Pos","Sem1","SEM1"
"714","AbSC_Pos","Eef1d","EEF1D"
"715","AbSC_Pos","Rsl24d1","RSL24D1"
"716","AbSC_Diff","Bex1","BEX1"
"717","AbSC_Diff","S100a6","S100A6"
"718","AbSC_Diff","S100a11","S100A11"
"719","AbSC_Diff","Fabp2","FABP2"
"720","AbSC_Diff","Marcksl1","MARCKSL1"
"721","AbSC_Diff","Tmsb10","TMSB10"
"722","AbSC_Diff","Prap1","PRAP1"
"723","AbSC_Diff","Ifitm1","IFITM1"
"724","AbSC_Diff","Ifitm3","IFITM3"
"725","AbSC_Diff","Smim24","SMIM24"
"726","AbSC_Diff","Nkd1","NKD1"
"727","AbSC_Diff","Cyba","CYBA"
"728","AbSC_Diff","Mmp7","MMP7"
"729","AbSC_Diff","Tm4sf5","TM4SF5"
"730","AbSC_Diff","Igfbp4","IGFBP4"
"731","AbSC_Diff","Ly6e","LY6E"
"732","AbSC_Diff","Ly6a","LY6A"
"733","AbSC_Diff","Krt18","KRT18"
"734","AbSC_Diff","Ecscr","ECSCR"
"735","AbSC_Diff","H2-Q7","H2-Q7"
"736","AbSC_Diff","Phgr1","PHGR1"
"737","AbSC_Diff","Wfdc18","WFDC18"
"738","AbSC_Diff","Ccl25","CCL25"
"739","AbSC_Diff","Aldob","ALDOB"
"740","AbSC_Diff","Msx1","MSX1"
"741","AbSC_Diff","Ier3","IER3"
"742","AbSC_Diff","Mgst3","MGST3"
"743","AbSC_Diff","Mif","MIF"
"744","AbSC_Diff","Lgals4","LGALS4"
"745","AbSC_Diff","Fxyd3","FXYD3"
"746","AbSC_Diff","Cd74","CD74"
"747","AbSC_Diff","Aspscr1","ASPSCR1"
"748","AbSC_Diff","Krt7","KRT7"
"749","AbSC_Diff","Adh1","ADH1"
"750","AbSC_Diff","Lgals2","LGALS2"
"751","AbSC_Diff","Bst2","BST2"
"752","AbSC_Diff","Pigr","PIGR"
"753","AbSC_Diff","Crip1","CRIP1"
"754","AbSC_Diff","Clu","CLU"
"755","AbSC_Diff","Tubb5","TUBB5"
"756","AbSC_Diff","Phlda1","PHLDA1"
"757","AbSC_Diff","Cd9","CD9"
"758","AbSC_Diff","Cldn4","CLDN4"
"759","AbSC_Diff","Ckmt1","CKMT1"
"760","AbSC_Diff","Cox8a","COX8A"
"761","AbSC_Diff","H2-D1","H2-D1"
"762","AbSC_Diff","Dmbt1","DMBT1"
"763","AbSC_Diff","Hsp90ab1","HSP90AB1"
"764","AbSC_Diff","Ly6d","LY6D"
"765","AbSC_Diff","Scd2","SCD2"
"766","AbSC_Diff","Isg15","ISG15"
"767","AbSC_Diff","Stat1","STAT1"
"768","AbSC_Diff","Arg2","ARG2"
"769","AbSC_Diff","Rbm3","RBM3"
"770","AbSC_Diff","Lypd8","LYPD8"
"771","AbSC_Diff","Pglyrp1","PGLYRP1"
"772","AbSC_Diff","S100a14","S100A14"
"773","AbSC_Diff","Actg1","ACTG1"
"774","AbSC_Diff","Khk","KHK"
"775","AbSC_Diff","Rtp4","RTP4"
"776","AbSC_Diff","Fabp1","FABP1"
"777","AbSC_Diff","Psmb8","PSMB8"
"778","AbSC_Diff","Tnfrsf12a","TNFRSF12A"
"779","AbSC_Diff","Emp2","EMP2"
"780","AbSC_Diff","Cox7b","COX7B"
"781","AbSC_Diff","Pycard","PYCARD"
"782","AbSC_Diff","Gsto1","GSTO1"
"783","AbSC_Diff","mt-Nd4","MT-ND4"
"784","AbSC_Diff","Cox6a1","COX6A1"
"785","AbSC_Diff","Atp5g3","ATP5G3"
"786","AbSC_Diff","Otc","OTC"
"787","AbSC_Diff","Pdlim7","PDLIM7"
"788","AbSC_Diff","Cox7a2","COX7A2"
"789","AbSC_Diff","Prox1","PROX1"
"790","AbSC_Diff","Hmgn1","HMGN1"
"791","AbSC_Diff","Iigp1","IIGP1"
"792","AbSC_Diff","Ifitm2","IFITM2"
"793","AbSC_Diff","Oat","OAT"
"794","AbSC_Diff","Glod5","GLOD5"
"795","AbSC_Diff","Hadh","HADH"
"796","AbSC_Diff","Krt23","KRT23"
"797","AbSC_Diff","Calml4","CALML4"
"798","AbSC_Diff","Bok","BOK"
"799","AbSC_Diff","Rbp2","RBP2"
"800","AbSC_Diff","Cox4i1","COX4I1"
"801","AbSC_Diff","H2-K1","H2-K1"
"802","AbSC_Diff","Cps1","CPS1"
"803","AbSC_Diff","Rpl41","RPL41"
"804","AbSC_Diff","Cox6c","COX6C"
"805","AbSC_Diff","Atp5j2","ATP5J2"
"806","AbSC_Diff","Ctxn1","CTXN1"
"807","AbSC_Diff","Hebp2","HEBP2"
"808","AbSC_Diff","Cda","CDA"
"809","AbSC_Diff","Klk1","KLK1"
"810","AbSC_Diff","Cfl1","CFL1"
"811","AbSC_Diff","Serf2","SERF2"
"812","AbSC_Diff","Dgat1","DGAT1"
"813","AbSC_Diff","H2-Eb1","H2-EB1"
"814","AbSC_Diff","Aadac","AADAC"
"815","AbSC_Diff","Plac8","PLAC8"
"816","AbSC_Diff","Pla2g12a","PLA2G12A"
"817","AbSC_Diff","Serpinb1a","SERPINB1A"
"818","AbSC_Diff","Fth1","FTH1"
"819","AbSC_Diff","Sdhb","SDHB"
"820","AbSC_Diff","Zbp1","ZBP1"
"821","AbSC_Diff","Cldn15","CLDN15"
"822","AbSC_Diff","Gstm3","GSTM3"
"823","AbSC_Diff","Xaf1","XAF1"
"824","AbSC_Diff","Fuom","FUOM"
"825","AbSC_Diff","Tm6sf2","TM6SF2"
"826","AbSC_Diff","Fam213b","FAM213B"
"827","AbSC_Diff","Cox6b1","COX6B1"
"828","AbSC_Diff","Slc25a4","SLC25A4"
"829","AbSC_Diff","Cgref1","CGREF1"
"830","AbSC_Diff","2-Mar","2-MAR"
"831","AbSC_Diff","Chchd10","CHCHD10"
"832","AbSC_Diff","Tspan8","TSPAN8"
"833","AbSC_Diff","Chmp4b","CHMP4B"
"834","AbSC_Diff","Sox4","SOX4"
"835","AbSC_Diff","Cideb","CIDEB"
"836","AbSC_Diff","Cryl1","CRYL1"
"837","AbSC_Diff","Atp5o.1","ATP5O.1"
"838","AbSC_Diff","Sult1d1","SULT1D1"
"839","AbSC_Diff","Dhrs11","DHRS11"
"840","AbSC_Diff","Aamdc","AAMDC"
"841","AbSC_Diff","Lcn2","LCN2"
"842","AbSC_Diff","Tceal9","TCEAL9"
"843","AbSC_Diff","Igtp","IGTP"
"844","AbSC_Diff","Ces2e","CES2E"
"845","AbSC_Diff","B4galnt1","B4GALNT1"
"846","AbSC_Diff","Reg1","REG1"
"847","AbSC_Diff","H2-Ab1","H2-AB1"
"848","AbSC_Diff","Gm1123","GM1123"
"849","AbSC_Diff","Atpif1","ATPIF1"
"850","AbSC_Diff","Prmt1","PRMT1"
"851","AbSC_Diff","Maoa","MAOA"
"852","AbSC_Diff","Cd24a","CD24A"
"853","AbSC_Diff","Atp5g1","ATP5G1"
"854","AbSC_Diff","Ctsl","CTSL"
"855","AbSC_Diff","St3gal4","ST3GAL4"
"856","AbSC_Diff","Ms4a10","MS4A10"
"857","AbSC_Diff","Spink1","SPINK1"
"858","AbSC_Diff","Sult1b1","SULT1B1"
"859","AbSC_Diff","Adh6a","ADH6A"
"860","AbSC_Diff","Fbp2","FBP2"
"861","AbSC_Diff","Ndufb9","NDUFB9"
"862","AbSC_Diff","Nap1l1","NAP1L1"
"863","AbSC_Diff","Rpsa","RPSA"
"864","AbSC_Diff","Mttp","MTTP"
"865","AbSC_Diff","Atp5l","ATP5L"
"866","AbSC_Diff","Cyb5a","CYB5A"
"867","AbSC_Diff","Tmsb4x","TMSB4X"
"868","AbSC_Diff","Cox5b","COX5B"
"869","AbSC_Diff","Calm1","CALM1"
"870","AbSC_Diff","Rnf186","RNF186"
"871","AbSC_Diff","Muc13","MUC13"
"872","AbSC_Diff","Rpl19","RPL19"
"873","AbSC_Diff","Ppp1r14d","PPP1R14D"
"874","AbSC_Diff","Prdx2","PRDX2"
"875","AbSC_Diff","Cebpd","CEBPD"
"876","AbSC_Diff","Dynll1","DYNLL1"
"877","AbSC_Diff","Rpl11","RPL11"
"878","AbSC_Diff","Psme1","PSME1"
"879","AbSC_Diff","Ndufb10","NDUFB10"
"880","AbSC_Diff","Txn1","TXN1"
"881","AbSC_Diff","Cd44","CD44"
"882","AbSC_Diff","Rpl6","RPL6"
"883","AbSC_Diff","Acaa2","ACAA2"
"884","AbSC_Diff","Vdr","VDR"
"885","AbSC_Diff","Krtcap2","KRTCAP2"
"886","AbSC_Diff","Chp2","CHP2"
"887","AbSC_Diff","Tspan3","TSPAN3"
"888","AbSC_Diff","Pmepa1","PMEPA1"
"889","AbSC_Diff","Cmbl","CMBL"
"890","AbSC_Diff","Minos1","MINOS1"
"891","AbSC_Diff","Sis","SIS"
"892","AbSC_Diff","Clca4b","CLCA4B"
"893","AbSC_Diff","H2-Q4","H2-Q4"
"894","AbSC_Diff","Slc25a5","SLC25A5"
"895","AbSC_Diff","Ets2","ETS2"
"896","AbSC_Diff","Cdhr5","CDHR5"
"897","AbSC_Diff","Apoc3","APOC3"
"898","AbSC_Diff","mt-Nd2","MT-ND2"
"899","AbSC_Diff","Uqcr11","UQCR11"
"900","AbSC_Diff","Myl12a","MYL12A"
"901","AbSC_Diff","Mdh2","MDH2"
"902","AbSC_Diff","Pebp1","PEBP1"
"903","AbSC_Diff","Acp5","ACP5"
"904","AbSC_Diff","Blvrb","BLVRB"
"905","AbSC_Diff","Krt20","KRT20"
"906","AbSC_Diff","Mpc2","MPC2"
"907","AbSC_Diff","Rps14","RPS14"
"908","AbSC_Diff","Gstp1","GSTP1"
"909","AbSC_Diff","Uqcrfs1","UQCRFS1"
"910","AbSC_Diff","Tspo","TSPO"
"911","AbSC_Diff","Ifi47","IFI47"
"912","AbSC_Diff","Gapdh","GAPDH"
"913","AbSC_Diff","Scp2","SCP2"
"914","AbSC_Diff","Oas1a","OAS1A"
"915","AbSC_Diff","Cd302","CD302"
"916","AbSC_Diff","Fahd1","FAHD1"
"917","AbSC_Diff","Bpnt1","BPNT1"
"918","AbSC_Diff","Aldh1b1","ALDH1B1"
"919","AbSC_Diff","Akr1c19","AKR1C19"
"920","AbSC_Diff","Mapk13","MAPK13"
"921","AbSC_Diff","Rps23","RPS23"
"922","AbSC_Diff","Ncl","NCL"
"923","AbSC_Diff","BC030870","BC030870"
"924","AbSC_Diff","Cela1","CELA1"
"925","AbSC_Diff","B2m","B2M"
"926","AbSC_Diff","Chchd7","CHCHD7"
"927","AbSC_Diff","Sri","SRI"
"928","AbSC_Diff","Rtn4","RTN4"
"929","AbSC_Diff","Cdh17","CDH17"
"930","AbSC_Diff","Prlr","PRLR"
"931","AbSC_Diff","Clec2h","CLEC2H"
"932","AbSC_Diff","Ndufa5","NDUFA5"
"933","AbSC_Diff","Rps15","RPS15"
"934","AbSC_Diff","Alpi","ALPI"
"935","AbSC_Diff","Chpt1","CHPT1"
"936","AbSC_Diff","Aoc1","AOC1"
"937","AbSC_Diff","Cst6","CST6"
"938","AbSC_Diff","Ndufc1","NDUFC1"
"939","AbSC_Diff","H3f3b","H3F3B"
"940","AbSC_Diff","Cyc1","CYC1"
"941","AbSC_Diff","Mdh1","MDH1"
"942","AbSC_Diff","Gstt1","GSTT1"
"943","AbSC_Diff","Eif4a1","EIF4A1"
"944","AbSC_Diff","Axin2","AXIN2"
"945","AbSC_Diff","Cdhr2","CDHR2"
"946","AbSC_Diff","Tcea3","TCEA3"
"947","AbSC_Diff","Ccnd1","CCND1"
"948","AbSC_Diff","Anpep","ANPEP"
"949","AbSC_Diff","Uqcrq","UQCRQ"
"950","AbSC_Diff","Hnrnpab","HNRNPAB"
"951","AbSC_Diff","Rpl26","RPL26"
"952","AbSC_Diff","Gna11","GNA11"
"953","AbSC_Diff","Epcam","EPCAM"
"954","AbSC_Diff","Rpl27","RPL27"
"955","AbSC_Diff","Cox5a","COX5A"
"956","AbSC_Diff","Hnrnpa1","HNRNPA1"
"957","AbSC_Diff","Nhp2","NHP2"
"958","AbSC_Diff","Atp5c1","ATP5C1"
"959","AbSC_Diff","Atp5d","ATP5D"
"960","AbSC_Diff","Atp5h","ATP5H"
"961","AbSC_Diff","Aqp11","AQP11"
"962","AbSC_Diff","Uqcrh","UQCRH"
"963","AbSC_Diff","Apob","APOB"
"964","AbSC_Diff","Cox7c","COX7C"
"965","AbSC_Diff","Gstm2","GSTM2"
"966","AbSC_Diff","Mtch2","MTCH2"
"967","AbSC_Diff","Ass1","ASS1"
"968","AbSC_Diff","P4hb","P4HB"
"969","AbSC_Diff","Lysmd2","LYSMD2"
"970","AbSC_Diff","Cyb5r3","CYB5R3"
"971","AbSC_Diff","Tnfsf13os","TNFSF13OS"
"972","AbSC_Diff","Npm1","NPM1"
"973","AbSC_Diff","Stmn1","STMN1"
"974","AbSC_Diff","Sdc1","SDC1"
"975","AbSC_Diff","Ephx2","EPHX2"
"976","AbSC_Diff","Car4","CAR4"
"977","AbSC_Diff","Sdhd","SDHD"
"978","AbSC_Diff","Ces1f","CES1F"
"979","AbSC_Diff","Hdhd3","HDHD3"
"980","AbSC_Diff","Ndufb11","NDUFB11"
"981","AbSC_Diff","Ahcyl2","AHCYL2"
"982","AbSC_Diff","Snhg6","SNHG6"
"983","AbSC_Diff","Ces2c","CES2C"
"984","AbSC_Diff","Rpl38","RPL38"
"985","AbSC_Diff","Msra","MSRA"
"986","AbSC_Diff","Bex3","BEX3"
"987","AbSC_Diff","Eif2s2","EIF2S2"
"988","AbSC_Diff","Cyp4f14","CYP4F14"
"989","AbSC_Diff","Ndufa4","NDUFA4"
"990","AbSC_Diff","Aldh9a1","ALDH9A1"
"991","AbSC_Diff","Irf7","IRF7"
"992","AbSC_Diff","Ddc","DDC"
"993","AbSC_Diff","Rpl18a","RPL18A"
"994","AbSC_Diff","Fmo5","FMO5"
"995","AbSC_Diff","Myo1a","MYO1A"
"996","AbSC_Diff","Abcg2","ABCG2"
"997","AbSC_Diff","Rpl34","RPL34"
"998","AbSC_Diff","Rnf213","RNF213"
"999","AbSC_Diff","Ndufb5","NDUFB5"
"1000","AbSC_Diff","Erich4","ERICH4"
"1001","AbSC_Diff","S100a16","S100A16"
"1002","AbSC_Diff","Rplp0","RPLP0"
"1003","AbSC_Diff","Rpl31","RPL31"
"1004","AbSC_Diff","Cox7a1","COX7A1"
"1005","AbSC_Diff","Tmem37","TMEM37"
"1006","AbSC_Diff","Fos","FOS"
"1007","AbSC_Diff","Uqcrc1","UQCRC1"
"1008","AbSC_Diff","Usmg5","USMG5"
"1009","AbSC_Diff","Eif3c","EIF3C"
"1010","AbSC_Diff","1500011B03Rik","1500011B03RIK"
"1011","AbSC_Diff","Apoa4","APOA4"
"1012","AbSC_Diff","Psma7","PSMA7"
"1013","AbSC_Diff","Slc39a5","SLC39A5"
"1014","AbSC_Diff","Ogdh","OGDH"
"1015","AbSC_Diff","Dhrs1","DHRS1"
"1016","AbSC_Diff","Myo15b","MYO15B"
"1017","AbSC_Diff","Metap2","METAP2"
"1018","AbSC_Diff","Psma3","PSMA3"
"1019","AbSC_Diff","Reep6","REEP6"
"1020","AbSC_Diff","Atp5f1","ATP5F1"
"1021","AbSC_Diff","Clic1","CLIC1"
"1022","AbSC_Diff","Ech1","ECH1"
"1023","AbSC_Diff","Acat1","ACAT1"
"1024","AbSC_Diff","Rpl14","RPL14"
"1025","AbSC_Diff","Ndufs7","NDUFS7"
"1026","AbSC_Diff","Selenoh","SELENOH"
"1027","AbSC_Diff","Rps20","RPS20"
"1028","AbSC_Diff","Creb3l3","CREB3L3"
"1029","AbSC_Diff","Apoa1","APOA1"
"1030","AbSC_Diff","Arpc1b","ARPC1B"
"1031","AbSC_Diff","Skp1a","SKP1A"
"1032","AbSC_Diff","Cenpx","CENPX"
"1033","AbSC_Diff","Aldoa","ALDOA"
"1034","AbSC_Diff","Ndufa3","NDUFA3"
"1035","AbSC_Diff","Rpl36","RPL36"
"1036","AbSC_Diff","Ifi27l2b","IFI27L2B"
"1037","AbSC_Diff","Hes6","HES6"
"1038","AbSC_Diff","Hadha","HADHA"
"1039","AbSC_Diff","Mall","MALL"
"1040","AbSC_Diff","mt-Nd4l","MT-ND4L"
"1041","AbSC_Diff","H2afv","H2AFV"
"1042","AbSC_Diff","Rps19","RPS19"
"1043","AbSC_Diff","Atp5k","ATP5K"
"1044","AbSC_Diff","Rps5","RPS5"
"1045","AbSC_Diff","Atp6v1g1","ATP6V1G1"
"1046","AbSC_Diff","Cdk2ap2","CDK2AP2"
"1047","AbSC_Diff","Rpl10a","RPL10A"
"1048","AbSC_Diff","Rpl24","RPL24"
"1049","AbSC_Diff","Btf3","BTF3"
"1050","AbSC_Diff","Spink4","SPINK4"
"1051","AbSC_Diff","Trim31","TRIM31"
"1052","AbSC_Diff","Ptma","PTMA"
"1053","AbSC_Diff","Guca2b","GUCA2B"
"1054","AbSC_Diff","Shisa5","SHISA5"
"1055","AbSC_Diff","Rpl27a","RPL27A"
"1056","AbSC_Diff","Adtrp","ADTRP"
"1057","AbSC_Diff","Sfxn1","SFXN1"
"1058","AbSC_Diff","Lgals3","LGALS3"
"1059","AbSC_Diff","Coa3","COA3"
"1060","AbSC_Diff","Enpep","ENPEP"
"1061","AbSC_Diff","App","APP"
"1062","AbSC_Diff","Selenop","SELENOP"
"1063","AbSC_Diff","Cirbp","CIRBP"
"1064","AbSC_Diff","Aco2","ACO2"
"1065","AbSC_Diff","Cycs","CYCS"
"1066","AbSC_Diff","Rps18","RPS18"
"1067","AbSC_Diff","Csrp1","CSRP1"
"1068","AbSC_Diff","Smpdl3a","SMPDL3A"
"1069","AbSC_Diff","Lpgat1","LPGAT1"
"1070","AbSC_Diff","mt-Nd3","MT-ND3"
"1071","AbSC_Diff","Suclg1","SUCLG1"
"1072","AbSC_Diff","Atp5e","ATP5E"
"1073","AbSC_Diff","Rps9","RPS9"
"1074","AbSC_Diff","Tpi1","TPI1"
"1075","AbSC_Diff","Mt2","MT2"
"1076","AbSC_Diff","Cisd3","CISD3"
"1077","AbSC_Diff","Hnrnpa3","HNRNPA3"
"1078","AbSC_Diff","Slc51a","SLC51A"
"1079","AbSC_Diff","H2-DMb1","H2-DMB1"
"1080","AbSC_Diff","Dpp4","DPP4"
"1081","AbSC_Diff","Gm45716","GM45716"
"1082","AbSC_Diff","Ube2l6","UBE2L6"
"1083","AbSC_Diff","Cdkn2b","CDKN2B"
"1084","AbSC_Diff","Atp5j","ATP5J"
"1085","AbSC_Diff","Rpl7","RPL7"
"1086","AbSC_Diff","Tcn2","TCN2"
"1087","AbSC_Diff","Slc27a4","SLC27A4"
"1088","AbSC_Diff","Rpl12","RPL12"
"1089","AbSC_Diff","Avpi1","AVPI1"
"1090","AbSC_Diff","Mgst1","MGST1"
"1091","AbSC_Diff","Sypl","SYPL"
"1092","AbSC_Diff","Tkfc","TKFC"
"1093","AbSC_Diff","Uqcrb","UQCRB"
"1094","AbSC_Diff","Mogat2","MOGAT2"
"1095","AbSC_Diff","2200002D01Rik","2200002D01RIK"
"1096","AbSC_Diff","Sfn","SFN"
"1097","AbSC_Diff","Akr7a5","AKR7A5"
"1098","AbSC_Diff","Epb41l3","EPB41L3"
"1099","AbSC_Diff","Rplp2","RPLP2"
"1100","AbSC_Diff","Mep1b","MEP1B"
"1101","AbSC_Diff","Gadd45g","GADD45G"
"1102","AbSC_Diff","Ddit4","DDIT4"
"1103","AbSC_Diff","Me2","ME2"
"1104","AbSC_Diff","Cat","CAT"
"1105","AbSC_Diff","Acer2","ACER2"
"1106","AbSC_Diff","Snrpe","SNRPE"
"1107","AbSC_Diff","S100a1","S100A1"
"1108","AbSC_Diff","Pla2g12b","PLA2G12B"
"1109","AbSC_Diff","Rps13","RPS13"
"1110","AbSC_Diff","Nme4","NME4"
"1111","AbSC_Diff","Cbr1","CBR1"
"1112","AbSC_Diff","Ak2","AK2"
"1113","AbSC_Diff","Isx","ISX"
"1114","AbSC_Diff","Sec13","SEC13"
"1115","AbSC_Diff","Sdhc","SDHC"
"1116","AbSC_Diff","Ace","ACE"
"1117","AbSC_Diff","Ppp1ca","PPP1CA"
"1118","AbSC_Diff","Pycrl","PYCRL"
"1119","AbSC_Diff","Iqgap2","IQGAP2"
"1120","AbSC_Diff","Ntmt1","NTMT1"
"1121","AbSC_Diff","Ndufv3","NDUFV3"
"1122","AbSC_Diff","mt-Cytb","MT-CYTB"
