"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"DOCK8",2.08402472539678e-72,0.547300954748584,0.48,0.11,9.17387684119664e-68,"Tuft","DOCK8"
"NAV2",1.22779128150119e-70,0.846840810027247,0.747,0.297,5.40473722116822e-66,"Tuft","NAV2"
"TET2",6.01559817787949e-69,0.719547612379856,0.873,0.53,2.64806631790255e-64,"Tuft","TET2"
"ELMO1",2.31996232781911e-68,0.605705510658048,0.52,0.136,1.02124741670597e-63,"Tuft","ELMO1"
"TBC1D2B",3.36749510498151e-68,0.758132933362553,0.747,0.316,1.48237134521286e-63,"Tuft","TBC1D2B"
"DPYSL2",7.14727343035897e-68,0.45037908059924,0.389,0.079,3.14622976404402e-63,"Tuft","DPYSL2"
"ABHD2",1.89360952972187e-64,0.770363916295293,0.719,0.306,8.33566914983566e-60,"Tuft","ABHD2"
"CHD61",5.68470017162934e-64,0.728510287620295,0.81,0.404,2.50240501555124e-59,"Tuft","CHD6"
"CDYL2",1.99929440777828e-63,0.434374839411658,0.339,0.065,8.80089398303999e-59,"Tuft","CDYL2"
"MCTP1",2.20412802430472e-63,0.417955027186426,0.294,0.051,9.7025715629894e-59,"Tuft","MCTP1"
"RICTOR",1.89256156912296e-62,0.765458472364607,0.837,0.517,8.33105602727927e-58,"Tuft","RICTOR"
"TBXAS1",5.49987671377997e-62,0.556105321472937,0.466,0.119,2.42104572940594e-57,"Tuft","TBXAS1"
"HMCES",4.47685906255118e-61,0.492487580986161,0.394,0.089,1.97071335933503e-56,"Tuft","HMCES"
"CAMK2D",1.01140359950252e-60,0.467233437560421,0.95,0.794,4.45219864501011e-56,"Tuft","CAMK2D"
"HIP1R",3.07379884360886e-60,0.671419249113565,0.579,0.194,1.35308625095662e-55,"Tuft","HIP1R"
"AC092821.3",4.10974150605439e-60,0.547895284410897,0.357,0.078,1.80910821096514e-55,"Tuft","AC092821.3"
"CNKSR31",2.21014203957169e-59,0.754814932900338,0.769,0.361,9.7290452581946e-55,"Tuft","CNKSR3"
"MIR181A2HG1",4.41266211742833e-59,0.698892831954907,0.498,0.15,1.94245386409195e-54,"Tuft","MIR181A2HG"
"CASC15",4.04733296084315e-58,0.374777387257939,0.267,0.045,1.78163596936315e-53,"Tuft","CASC15"
"ADAMTS9",2.16645225320289e-57,0.409610558579004,0.416,0.098,9.53672281859911e-53,"Tuft","ADAMTS9"
"UTRN2",1.51022513506079e-56,0.635654063236905,0.905,0.579,6.6480110445376e-52,"Tuft","UTRN"
"INPP5B",3.680511828585e-56,0.660715692466306,0.615,0.226,1.62016130694312e-51,"Tuft","INPP5B"
"NCKAP5",6.83456933921475e-54,0.744718546046565,0.706,0.31,3.00857742312234e-49,"Tuft","NCKAP5"
"STK38",1.0815986425319e-53,0.635805604362289,0.855,0.569,4.76119722442543e-49,"Tuft","STK38"
"AMBRA1",1.74524621402951e-53,0.655718972473532,0.864,0.558,7.68257383415788e-49,"Tuft","AMBRA1"
"RHOBTB1",1.78844518800873e-53,0.492127068509107,0.425,0.11,7.87273571761442e-49,"Tuft","RHOBTB1"
"SHB",3.77540003664758e-53,0.703444144232521,0.557,0.203,1.66193109613227e-48,"Tuft","SHB"
"PTPN6",4.13485174566557e-53,0.539900624653413,0.394,0.098,1.82016173844198e-48,"Tuft","PTPN6"
"CCDC142",4.3605666151537e-53,0.612512074092997,0.864,0.572,1.91952142399066e-48,"Tuft","CCDC14"
"SOX9",6.57102082150816e-53,0.493269605664695,0.385,0.093,2.89256336562789e-48,"Tuft","SOX9"
"CAPN3",1.68812831540118e-52,0.505299645498253,0.38,0.094,7.43114084439597e-48,"Tuft","CAPN3"
"PRKAR2B",2.59880104370544e-52,0.393568877514893,0.281,0.053,1.14399221943914e-47,"Tuft","PRKAR2B"
"NCK2",4.27141848829898e-52,0.703027789578427,0.715,0.354,1.88027841854921e-47,"Tuft","NCK2"
"EIF1B",4.48111972686639e-51,0.415965958573366,0.299,0.062,1.97258890376658e-46,"Tuft","EIF1B"
"KCNH82",4.88020572926189e-51,0.531477996734344,0.43,0.114,2.14826656202109e-46,"Tuft","KCNH8"
"KMT2C",1.81981699002357e-50,0.440067114501712,0.982,0.771,8.01083439008376e-46,"Tuft","KMT2C"
"ITGB81",3.15938444786642e-50,0.655667342381538,0.543,0.191,1.3907610339508e-45,"Tuft","ITGB8"
"LIMCH1",4.53400961928112e-49,0.465461345291413,0.466,0.134,1.99587103440755e-44,"Tuft","LIMCH1"
"CERS61",2.33867473461466e-48,0.479484656200925,0.932,0.747,1.02948461817737e-43,"Tuft","CERS6"
"ANXA4",6.08696856888506e-48,0.652499156908078,0.824,0.572,2.6794835640232e-43,"Tuft","ANXA4"
"PIR",1.1422883493214e-47,0.394336950796102,0.253,0.048,5.0283533137128e-43,"Tuft","PIR"
"NBEA1",2.10215340079614e-47,0.624879117481348,0.62,0.247,9.2536792703046e-43,"Tuft","NBEA"
"CAPN12",3.3969387417965e-47,0.437426209380863,0.262,0.052,1.49533243413882e-42,"Tuft","CAPN12"
"CMTM81",3.56829097576084e-47,0.655112371240898,0.719,0.348,1.57076168752992e-42,"Tuft","CMTM8"
"GPR89B",6.81321711293942e-47,0.513447826544837,0.398,0.113,2.99917817311593e-42,"Tuft","GPR89B"
"PEAK1",1.0815465247757e-46,0.49956175652655,0.896,0.693,4.76096780206261e-42,"Tuft","PEAK1"
"TPM11",3.29000872935586e-46,0.550431552370928,0.919,0.671,1.44826184266245e-41,"Tuft","TPM1"
"KIAA13242",1.62377184035556e-45,0.62339516379055,0.67,0.273,7.14784364124516e-41,"Tuft","KIAA1324"
"RAB12",2.54081882287159e-45,0.520519197433956,0.502,0.172,1.11846844582808e-40,"Tuft","RAB12"
"KCNQ11",2.72767574243685e-45,0.627104830250697,0.665,0.296,1.2007228618207e-40,"Tuft","KCNQ1"
"AP001994.3",6.6793662897718e-44,0.368520689799436,0.253,0.051,2.94025704075755e-39,"Tuft","AP001994.3"
"KIAA1217",3.39032109630487e-43,0.533464609941181,0.9,0.63,1.4924193465934e-38,"Tuft","KIAA1217"
"ATXN11",1.42318209856329e-42,0.53180875966718,0.878,0.622,6.26484759787561e-38,"Tuft","ATXN1"
"RTN4",1.42851864807916e-42,0.598007154499842,0.783,0.487,6.28833908884448e-38,"Tuft","RTN4"
"NCOA7",6.61289073571323e-42,0.477168172448201,0.557,0.199,2.91099450186096e-37,"Tuft","NCOA7"
"FHDC1",2.41851699419418e-41,0.557148622615537,0.493,0.177,1.06463118084428e-36,"Tuft","FHDC1"
"SPTLC3",5.81505099266067e-41,0.584160259298366,0.502,0.192,2.55978544696923e-36,"Tuft","SPTLC3"
"DMGDH",1.13289585772465e-40,0.507846529091502,0.407,0.126,4.98700756570392e-36,"Tuft","DMGDH"
"TRAF51",1.26422261506223e-40,0.489723581144979,0.525,0.194,5.56510795150395e-36,"Tuft","TRAF5"
"ELOVL7",1.83184110046736e-40,0.617822780673723,0.507,0.196,8.06376452425734e-36,"Tuft","ELOVL7"
"MSI2",2.00664657731658e-40,0.529340351687025,0.846,0.58,8.83325823334756e-36,"Tuft","MSI2"
"TSPAN5",2.56955662250011e-40,0.374230155202841,0.353,0.094,1.13111882522455e-35,"Tuft","TSPAN5"
"HOXA3",5.05526864844888e-40,0.609675523297788,0.656,0.321,2.2253292590472e-35,"Tuft","HOXA3"
"ARHGAP12",5.95326592616113e-40,0.528772793195524,0.824,0.533,2.62062766069613e-35,"Tuft","ARHGAP12"
"GANC",1.02718876922255e-39,0.632960418691863,0.588,0.264,4.52168496211765e-35,"Tuft","GANC"
"SPAG91",1.30955112194851e-39,0.603070051025206,0.833,0.553,5.76464403881734e-35,"Tuft","SPAG9"
"CARMIL1",2.95093671194438e-39,0.486265269159428,0.86,0.672,1.29900234059792e-34,"Tuft","CARMIL1"
"C5AR1",5.1596624143174e-39,0.409283408941394,0.285,0.069,2.27128339478252e-34,"Tuft","C5AR1"
"FRMD4A",6.22156131874458e-39,0.491985120384858,0.439,0.146,2.73873129251137e-34,"Tuft","FRMD4A"
"WDFY3",9.50696736676744e-39,0.539501262845178,0.787,0.511,4.18496703485103e-34,"Tuft","WDFY3"
"COBLL1",1.48434637475066e-38,0.615651408843129,0.733,0.411,6.5340927416524e-34,"Tuft","COBLL1"
"DCP2",5.67457852619493e-38,0.552281066759991,0.52,0.211,2.49794946723101e-33,"Tuft","DCP2"
"ST8SIA6",6.53005841376309e-38,0.427878099157422,0.285,0.069,2.87453171373851e-33,"Tuft","ST8SIA6"
"RFX31",1.08968811883042e-37,0.56231376705246,0.742,0.419,4.79680709909153e-33,"Tuft","RFX3"
"SRGAP1",4.69262812182239e-37,0.505128230985888,0.851,0.607,2.06569489922622e-32,"Tuft","SRGAP1"
"EPCAM-DT",1.92221835848245e-36,0.44592274002017,0.362,0.111,8.46160521403973e-32,"Tuft","EPCAM-DT"
"GLG1",1.13493251230934e-35,0.534478135674954,0.778,0.523,4.99597291918571e-31,"Tuft","GLG1"
"STARD9",1.36884061131051e-35,0.261627797918623,0.267,0.064,6.02563637098888e-31,"Tuft","STARD9"
"AC012405.1",1.49610904904138e-35,0.464225491668793,0.271,0.069,6.58587203388017e-31,"Tuft","AC012405.1"
"ZMIZ1",3.60610058298203e-35,0.543675943832623,0.71,0.399,1.58740547662869e-30,"Tuft","ZMIZ1"
"POU2F1",4.50405093019014e-35,0.548875905473325,0.729,0.387,1.9826832194697e-30,"Tuft","POU2F1"
"C3orf70",9.93951529857982e-35,0.488424382669088,0.407,0.139,4.37537463443484e-30,"Tuft","C3orf70"
"TTC39C1",2.41755295876765e-33,0.351049431836188,0.394,0.128,1.06420681244952e-28,"Tuft","TTC39C"
"NRXN31",3.12710814071477e-33,0.422682519264825,0.389,0.126,1.37655300354264e-28,"Tuft","NRXN3"
"PPP3CA1",3.65216220417703e-33,0.436468431071779,0.855,0.675,1.60768180227873e-28,"Tuft","PPP3CA"
"LINC01748",3.86143979577808e-33,0.444167216539123,0.262,0.066,1.69980579810151e-28,"Tuft","LINC01748"
"ZNF608",4.56903357658219e-33,0.572801460116193,0.638,0.335,2.01128858041148e-28,"Tuft","ZNF608"
"MTA3",4.92921606870821e-33,0.518845588285713,0.747,0.487,2.16984091344536e-28,"Tuft","MTA3"
"AGAP1",5.02368447170862e-33,0.289381188409936,0.955,0.863,2.21142590444614e-28,"Tuft","AGAP1"
"PITPNC1",2.23718935357058e-32,0.53824373926209,0.692,0.351,9.84810753441769e-28,"Tuft","PITPNC1"
"AC013652.1",4.84432409960607e-32,0.557915514397004,0.348,0.112,2.13247146864659e-27,"Tuft","AC013652.1"
"KREMEN11",5.10568002934824e-32,0.421926924331512,0.403,0.14,2.2475203489191e-27,"Tuft","KREMEN1"
"SOX41",6.28896009036371e-32,0.542099641933543,0.398,0.142,2.7684002317781e-27,"Tuft","SOX4"
"EPG5",1.63686525933349e-31,0.546159093129488,0.511,0.24,7.20548087158604e-27,"Tuft","EPG5"
"ZNRF31",3.71522868625795e-31,0.536928835586127,0.602,0.297,1.63544366769075e-26,"Tuft","ZNRF3"
"PRKCA",1.24705366906435e-30,0.378250086163804,0.896,0.741,5.48953025122128e-26,"Tuft","PRKCA"
"ZMYND81",2.96528606316208e-30,0.463186854416603,0.814,0.553,1.30531892500395e-25,"Tuft","ZMYND8"
"MAN2A1",3.09063902423516e-30,0.533065590724587,0.76,0.519,1.36049929846832e-25,"Tuft","MAN2A1"
"SLC39A111",4.66250022428081e-30,0.532145881845935,0.71,0.414,2.05243259872841e-25,"Tuft","SLC39A11"
"CNIH3",6.31181956383945e-30,0.343518171836549,0.262,0.071,2.77846297200213e-25,"Tuft","CNIH3"
"PHF21A",6.43040133273756e-30,0.456348804109362,0.656,0.33,2.83066266667108e-25,"Tuft","PHF21A"
"MBNL3",1.06800974696726e-29,0.518441193596003,0.511,0.235,4.70137890614989e-25,"Tuft","MBNL3"
"MACC11",1.47843693969171e-29,0.571946026136691,0.57,0.293,6.50807940852289e-25,"Tuft","MACC1"
"NFATC3",1.60012813074885e-29,0.48946547368114,0.633,0.34,7.04376403155646e-25,"Tuft","NFATC3"
"DIXDC1",1.72874303013596e-29,0.347087500302988,0.38,0.13,7.6099268186585e-25,"Tuft","DIXDC1"
"ZBTB201",1.9171564124035e-29,0.349055587100034,0.955,0.79,8.4393225274002e-25,"Tuft","ZBTB20"
"CNN3",4.2760499944688e-29,0.407943286054253,0.398,0.147,1.88231720756517e-24,"Tuft","CNN3"
"CMIP",5.55279835614798e-29,0.428787313077426,0.819,0.633,2.44434183637634e-24,"Tuft","CMIP"
"FGGY1",5.58010495738489e-29,0.511015181332406,0.688,0.408,2.45636220224083e-24,"Tuft","FGGY"
"BAZ2B",6.51666498133693e-29,0.361491226134234,0.873,0.719,2.86863592478452e-24,"Tuft","BAZ2B"
"GNA141",8.7731899767811e-29,0.429663932780794,0.615,0.269,3.86195822777904e-24,"Tuft","GNA14"
"CLEC2D",2.89356354744231e-28,0.316401291325793,0.326,0.104,1.2737466735841e-23,"Tuft","CLEC2D"
"EIF1B-AS1",3.23752532355667e-28,0.373886617198776,0.29,0.088,1.42515864742965e-23,"Tuft","EIF1B-AS1"
"FAM171A11",4.78822663131821e-28,0.482452361282727,0.733,0.484,2.10777736310628e-23,"Tuft","FAM171A1"
"VSNL1",1.10269243421707e-27,0.378360869346717,0.294,0.091,4.85405209542353e-23,"Tuft","VSNL1"
"SEPTIN2",2.83667784793036e-27,0.495037501185832,0.584,0.313,1.24870558865895e-22,"Tuft","SEPTIN2"
"KALRN1",5.56555580946699e-27,0.488824248142512,0.715,0.447,2.44995766732737e-22,"Tuft","KALRN"
"SDK11",6.96858821279709e-27,0.444144945547425,0.403,0.152,3.06757253127328e-22,"Tuft","SDK1"
"CASP6",7.69286869342606e-27,0.436577580498992,0.421,0.175,3.38640079884615e-22,"Tuft","CASP6"
"WDFY2",1.34841699615552e-26,0.335947239261235,0.412,0.155,5.93573161707659e-22,"Tuft","WDFY2"
"CLIC51",3.55745750833239e-26,0.483244692027818,0.783,0.466,1.56599279516792e-21,"Tuft","CLIC5"
"PPM1H1",5.87895891648846e-26,0.498984274838323,0.457,0.205,2.58791771503822e-21,"Tuft","PPM1H"
"CNTRL",1.20341078909921e-25,0.343830097361083,0.353,0.126,5.29741429361473e-21,"Tuft","CNTRL"
"CD461",2.0624946891835e-25,0.431344111032027,0.756,0.53,9.07910162178575e-21,"Tuft","CD46"
"KANSL1L",5.2218702569316e-25,0.400152283544455,0.48,0.216,2.29866728710129e-20,"Tuft","KANSL1L"
"DTNB",1.20216684096205e-24,0.393260924861641,0.357,0.135,5.29193843391495e-20,"Tuft","DTNB"
"BBX",2.79619164125226e-24,0.46356095841737,0.683,0.435,1.23088356047925e-19,"Tuft","BBX"
"EPB41L11",4.29268329220901e-24,0.502508576234237,0.624,0.36,1.8896391852304e-19,"Tuft","EPB41L1"
"SGSM1",6.05934929206078e-24,0.299174155100962,0.258,0.078,2.66732555836516e-19,"Tuft","SGSM1"
"MYO10",6.71879159877262e-24,0.36934425849226,0.833,0.678,2.95761206177971e-19,"Tuft","MYO10"
"FBXO321",2.12107458617845e-23,0.408515200125288,0.538,0.253,9.33697032835754e-19,"Tuft","FBXO32"
"NAB11",2.43213141174819e-23,0.433008165986811,0.484,0.238,1.07062424745155e-18,"Tuft","NAB1"
"MIR29B2CHG",4.66979323763313e-23,0.401512575017101,0.443,0.201,2.0556429832061e-18,"Tuft","MIR29B2CHG"
"TRAM2",6.19277926861206e-23,0.319436242259049,0.312,0.111,2.72606143404303e-18,"Tuft","TRAM2"
"ACTN1",6.68060634123149e-23,0.377683675348934,0.548,0.263,2.9408029114101e-18,"Tuft","ACTN1"
"USP3",7.9162349184168e-23,0.38789088591619,0.76,0.573,3.48472661108707e-18,"Tuft","USP3"
"MAP4K4",7.98708598645983e-23,0.422466029483607,0.588,0.321,3.51591525123962e-18,"Tuft","MAP4K4"
"NEK7",2.16814910689794e-22,0.407507496977003,0.742,0.528,9.54419236856471e-18,"Tuft","NEK7"
"NEK6",2.20303155357453e-22,0.401352158268144,0.43,0.196,9.69774489883508e-18,"Tuft","NEK6"
"ATF7IP",2.27218444699318e-22,0.427176241089592,0.679,0.417,1.0002155935664e-17,"Tuft","ATF7IP"
"CASZ1",2.61956818139244e-22,0.430514870538309,0.701,0.476,1.15313391344895e-17,"Tuft","CASZ1"
"ATP11A1",4.86771615008375e-22,0.34553521197741,0.398,0.165,2.14276864926687e-17,"Tuft","ATP11A"
"ARHGEF11",7.80538755445486e-22,0.45072399462438,0.652,0.427,3.43593160147103e-17,"Tuft","ARHGEF11"
"USP28",8.67716565893491e-22,0.317578215691229,0.321,0.121,3.81968832306315e-17,"Tuft","USP28"
"AP003086.1",1.1089979811981e-21,0.340481196795825,0.321,0.12,4.88180911323402e-17,"Tuft","AP003086.1"
"BCAS3",1.57081295375882e-21,0.434218831955581,0.751,0.537,6.91471862244632e-17,"Tuft","BCAS3"
"MTMR12",3.86191290060347e-21,0.399337280687752,0.448,0.218,1.70001405884565e-16,"Tuft","MTMR12"
"ASB3",6.95343761206202e-21,0.404921878438872,0.493,0.249,3.0609032368297e-16,"Tuft","ASB3"
"RGL11",1.63061684234182e-20,0.337996999379316,0.339,0.132,7.1779753399887e-16,"Tuft","RGL1"
"HIPK2",1.71102271509268e-20,0.405401497254752,0.67,0.425,7.53192199183796e-16,"Tuft","HIPK2"
"INPP4A",2.8139995099296e-20,0.366905341974709,0.457,0.22,1.23872258427101e-15,"Tuft","INPP4A"
"TMCC11",2.90498465368387e-20,0.399289121206134,0.742,0.531,1.27877424455164e-15,"Tuft","TMCC1"
"MAP4K3",3.98812921263836e-20,0.410063888862566,0.719,0.514,1.7555744794034e-15,"Tuft","MAP4K3"
"CALM2",4.08358398172933e-20,0.421730019653694,0.643,0.392,1.79759366875725e-15,"Tuft","CALM2"
"CHDH",4.66094897257883e-20,0.380954380679713,0.394,0.177,2.0517497377292e-15,"Tuft","CHDH"
"ATAD2B",8.08651197867483e-20,0.35511906909945,0.792,0.591,3.55968257301266e-15,"Tuft","ATAD2B"
"LNX1",8.4648527504913e-20,0.417340440362112,0.529,0.293,3.72622818076627e-15,"Tuft","LNX1"
"AP002026.11",1.04378911605426e-19,0.358114610004532,0.398,0.175,4.59475968887087e-15,"Tuft","AP002026.1"
"ARL15",1.08620826024468e-19,0.280097479930286,0.878,0.764,4.78148876159708e-15,"Tuft","ARL15"
"CDCP1",1.86824106166221e-19,0.432738664939454,0.652,0.432,8.22399715343706e-15,"Tuft","CDCP1"
"TPD52L1",2.76583736820454e-19,0.345807184606356,0.281,0.104,1.21752160948364e-14,"Tuft","TPD52L1"
"ZBTB44",2.90056662648672e-19,0.392751902504836,0.457,0.237,1.27682942897946e-14,"Tuft","ZBTB44"
"SOX13",2.99983036476022e-19,0.281369487219427,0.299,0.112,1.32052532656745e-14,"Tuft","SOX13"
"TMEM87A",3.38350073508302e-19,0.373475803216583,0.792,0.594,1.48941702358354e-14,"Tuft","TMEM87A"
"DDX17",3.57587205807525e-19,0.29901636272919,0.905,0.726,1.57409887996472e-14,"Tuft","DDX17"
"GMCL1",1.30568076311787e-18,0.400656165262052,0.412,0.203,5.74760671924488e-14,"Tuft","GMCL1"
"RALGPS21",1.30896636712463e-18,0.357564892386202,0.792,0.603,5.76206994808262e-14,"Tuft","RALGPS2"
"GMDS-DT",1.68287605938784e-18,0.353000665004898,0.801,0.627,7.40802041342526e-14,"Tuft","GMDS-DT"
"HEXA",2.30249962631328e-18,0.303260694940779,0.308,0.124,1.01356033550311e-13,"Tuft","HEXA"
"UGT8",2.92267752693603e-18,0.412217670610256,0.557,0.332,1.28656264735724e-13,"Tuft","UGT8"
"EHF",3.52085686984787e-18,0.361281782511252,0.774,0.607,1.54988119410703e-13,"Tuft","EHF"
"MGAT52",3.53119148163195e-18,0.362541502776021,0.796,0.592,1.55443049021439e-13,"Tuft","MGAT5"
"EIF5",4.03907370808605e-18,0.393885462354395,0.511,0.282,1.77800024629948e-13,"Tuft","EIF5"
"ZNF7101",7.55115327781995e-18,0.396131003923978,0.602,0.384,3.32401767289634e-13,"Tuft","ZNF710"
"SOS1",7.91788868293478e-18,0.344807538158562,0.801,0.615,3.48545459822789e-13,"Tuft","SOS1"
"ALMS1",8.74943263730527e-18,0.402138290885883,0.502,0.288,3.85150024694178e-13,"Tuft","ALMS1"
"SH3BGRL",1.11854699397969e-17,0.331016129242204,0.43,0.21,4.92384386749858e-13,"Tuft","SH3BGRL"
"LPIN11",1.28593281309295e-17,0.327580308624289,0.434,0.21,5.66067624323517e-13,"Tuft","LPIN1"
"TMEM63A1",1.43396420824977e-17,0.380170067392257,0.611,0.389,6.31231044471549e-13,"Tuft","TMEM63A"
"TBC1D32",2.00918895533905e-17,0.410792788009189,0.561,0.344,8.84444978140249e-13,"Tuft","TBC1D32"
"ZMYM2",2.21310250241314e-17,0.331446618582252,0.796,0.623,9.74207721562265e-13,"Tuft","ZMYM2"
"PDLIM51",2.66213241088125e-17,0.32167910296306,0.837,0.717,1.17187068726993e-12,"Tuft","PDLIM5"
"SPATA6L",5.76044699044713e-17,0.355891627480549,0.38,0.181,2.53574876519483e-12,"Tuft","SPATA6L"
"PTPRM",5.88874367203699e-17,0.276458290331019,0.348,0.152,2.59222496443068e-12,"Tuft","PTPRM"
"BTBD8",8.3008363709244e-17,0.330957985174358,0.299,0.125,3.65402817048092e-12,"Tuft","BTBD8"
"PHF20L1",8.41241189733328e-17,0.388772142615525,0.588,0.382,3.70314371720611e-12,"Tuft","PHF20L1"
"KDM4A",9.73802067093016e-17,0.329850220005637,0.371,0.176,4.28667669934346e-12,"Tuft","KDM4A"
"ABI2",1.09295738222323e-16,0.325410401370505,0.43,0.214,4.81119839654668e-12,"Tuft","ABI2"
"MAP7",1.21704421909712e-16,0.29523143334469,0.842,0.692,5.35742865246553e-12,"Tuft","MAP7"
"ITGB5",1.66000826552781e-16,0.331566506600011,0.394,0.192,7.30735638485344e-12,"Tuft","ITGB5"
"TOGARAM1",3.58782093888181e-16,0.383078418684049,0.529,0.318,1.57935877729577e-11,"Tuft","TOGARAM1"
"ARHGAP32",4.18888464997808e-16,0.275117233162876,0.873,0.736,1.84394702292035e-11,"Tuft","ARHGAP32"
"PPP2R5C",4.32166195352499e-16,0.357576702714311,0.692,0.496,1.9023955919417e-11,"Tuft","PPP2R5C"
"CHPT1",5.2185229874644e-16,0.362668194876948,0.706,0.541,2.29719381908183e-11,"Tuft","CHPT1"
"LACTB2",1.12399694776621e-15,0.292225411516989,0.258,0.103,4.94783456406688e-11,"Tuft","LACTB2"
"POC1B",1.49104076194157e-15,0.37529064159095,0.507,0.3,6.56356143406681e-11,"Tuft","POC1B"
"VOPP1",3.60525968518496e-15,0.341463335177588,0.661,0.457,1.58703531341842e-10,"Tuft","VOPP1"
"ARID4B",3.87338975873219e-15,0.317949715560911,0.751,0.578,1.70506617179391e-10,"Tuft","ARID4B"
"AIG1",5.47806546025478e-15,0.397728224954406,0.471,0.281,2.41144441560416e-10,"Tuft","AIG1"
"NCOA31",7.62237763094729e-15,0.34377501426159,0.647,0.456,3.355370633143e-10,"Tuft","NCOA3"
"RALGAPA2",8.17977717907206e-15,0.257548560213602,0.855,0.741,3.60073791422752e-10,"Tuft","RALGAPA2"
"ETS1",9.1101804109338e-15,0.254576466073296,0.321,0.142,4.01030141689306e-10,"Tuft","ETS1"
"REEP5",9.3611649727943e-15,0.348902079336951,0.398,0.21,4.12078482102405e-10,"Tuft","REEP5"
"MFSD61",1.00722110176809e-14,0.351807192139738,0.52,0.32,4.43378728998313e-10,"Tuft","MFSD6"
"FOXO31",1.78194675700139e-14,0.335110494347993,0.742,0.526,7.84412962432012e-10,"Tuft","FOXO3"
"PVR",2.06548065990365e-14,0.287269223531698,0.285,0.126,9.09224586489589e-10,"Tuft","PVR"
"TMEM176B",2.49097221943955e-14,0.303459805259991,0.403,0.207,1.09652597099729e-09,"Tuft","TMEM176B"
"MBNL2",2.50011245787322e-14,0.323872665874866,0.724,0.552,1.10054950395579e-09,"Tuft","MBNL2"
"GTF2I",5.60534771554939e-14,0.31225813342885,0.67,0.478,2.46747406438484e-09,"Tuft","GTF2I"
"PCM1",6.14910404796609e-14,0.323635606985608,0.688,0.499,2.70683560191467e-09,"Tuft","PCM1"
"PCNX21",6.9179101887507e-14,0.324691622800954,0.371,0.188,3.04526406508806e-09,"Tuft","PCNX2"
"PHIP",7.10251469237403e-14,0.304988678493276,0.733,0.567,3.12652696758305e-09,"Tuft","PHIP"
"KCTD1",8.48006726831975e-14,0.285290818605553,0.258,0.109,3.73292561151435e-09,"Tuft","KCTD1"
"LHPP",9.11118822252375e-14,0.277457771361564,0.308,0.141,4.01074505555496e-09,"Tuft","LHPP"
"MBD5",9.69817705262477e-14,0.297870161294703,0.81,0.622,4.26913753856543e-09,"Tuft","MBD5"
"LRP5",1.10072107550956e-13,0.352495275387026,0.525,0.344,4.84537417439309e-09,"Tuft","LRP5"
"LUC7L3",1.10143726807035e-13,0.290194671555785,0.774,0.604,4.84852685404568e-09,"Tuft","LUC7L3"
"ZNF638",1.19335295363977e-13,0.277876210952429,0.805,0.645,5.25313970192229e-09,"Tuft","ZNF638"
"PCLO",1.8421479240433e-13,0.384400703153241,0.602,0.418,8.10913516163862e-09,"Tuft","PCLO"
"BIN3",1.95300383944158e-13,0.31729373074427,0.412,0.224,8.59712290122184e-09,"Tuft","BIN3"
"YPEL2",2.17879986955694e-13,0.312908406118462,0.439,0.246,9.59107702578967e-09,"Tuft","YPEL2"
"ANKS4B",2.20229172075012e-13,0.289418850444039,0.285,0.129,9.69448815474201e-09,"Tuft","ANKS4B"
"IGF1R1",5.56919579860158e-13,0.309189145713148,0.719,0.543,2.45155999054442e-08,"Tuft","IGF1R"
"LYPLA1",6.41349952560205e-13,0.307745358112045,0.457,0.27,2.82322249117002e-08,"Tuft","LYPLA1"
"KMT2A",6.58891661084161e-13,0.32055971872578,0.611,0.417,2.90044109209248e-08,"Tuft","KMT2A"
"DDX58",6.69805651250344e-13,0.283558188350881,0.357,0.179,2.94848447680402e-08,"Tuft","DDX58"
"JARID2",7.34610713030092e-13,0.328878534410645,0.624,0.431,3.23375635875846e-08,"Tuft","JARID2"
"RPS6KA3",7.69333587445657e-13,0.298217382118463,0.751,0.584,3.38660645193578e-08,"Tuft","RPS6KA3"
"CLRN3",7.96478943366669e-13,0.336373083284124,0.48,0.301,3.50610030870008e-08,"Tuft","CLRN3"
"LACTB",8.71518127959136e-13,0.251357095579016,0.258,0.112,3.83642279927612e-08,"Tuft","LACTB"
"ITFG1",9.63379629739218e-13,0.266463881670503,0.796,0.692,4.24079713011204e-08,"Tuft","ITFG1"
"KIF1B",1.198388591476e-12,0.309047088718837,0.692,0.535,5.27530657967737e-08,"Tuft","KIF1B"
"PDZRN32",1.56447966786672e-12,0.356478009245661,0.43,0.243,6.88683949794929e-08,"Tuft","PDZRN3"
"ROCK1",1.6581372355057e-12,0.305262420171319,0.647,0.475,7.2991201106961e-08,"Tuft","ROCK1"
"SNHG14",1.97718088838606e-12,0.325627227639257,0.475,0.285,8.70355027067543e-08,"Tuft","SNHG14"
"MTREX",2.12848937986325e-12,0.307036263635933,0.538,0.341,9.36961025015802e-08,"Tuft","MTREX"
"TJP2",2.70542558363571e-12,0.314281534086946,0.652,0.465,1.19092834191644e-07,"Tuft","TJP2"
"DMD",7.06264441008525e-12,0.251843834630722,0.376,0.202,3.10897606931953e-07,"Tuft","DMD"
"ANO5",7.07086829572871e-12,0.296102708771582,0.308,0.154,3.11259622377978e-07,"Tuft","ANO5"
"SPATS2L1",7.31940668632653e-12,0.283117350180845,0.76,0.606,3.22200282332094e-07,"Tuft","SPATS2L"
